,Unnamed: 0,title,link,Pub_Date
30,2713,3 Questions: Robert Granetz on fusion research | MIT News | Massachusetts Institute of Technology - MIT News,https://news.mit.edu/2017/mit-3-questions-robert-granetz-machine-learning-applied-fusion-research-1010,2017-10-10 07:00:00+00:00
31,3642,"Weekly Dose: while the media panic about ice, we should worry about carfentanil - The Conversation",https://theconversation.com/weekly-dose-while-the-media-panic-about-ice-we-should-worry-about-carfentanil-73270,2017-03-08 08:00:00+00:00
32,3725,"A New Push for the Male ""Pill"" - Scientific American",https://www.scientificamerican.com/article/a-new-push-for-the-male-pill/,2017-09-25 07:00:00+00:00
33,4736,Woman Sues Sephora — Can You Get Herpes from Lipstick? - Livescience.com,https://www.livescience.com/60829-herpes-virus-lipstick.html,2017-10-31 07:00:00+00:00
34,5758,Antibacterial properties of PEKK for orthopedic applications | IJN - Dove Medical Press,https://www.dovepress.com/antibacterial-properties-of-pekk-for-orthopedic-applications-peer-reviewed-fulltext-article-IJN,2017-09-05 07:00:00+00:00
35,6192,No One Can Figure Out What's Behind a Mysterious Radiation Spike Across Europe - ScienceAlert,https://www.sciencealert.com/no-one-can-figure-out-what-s-behind-a-mysterious-radiation-spike-across-europe,2017-02-21 08:00:00+00:00
36,212,"NACO delays supply of HIV kits, blood banks witness shortage - The Indian Express",https://indianexpress.com/article/cities/mumbai/naco-delays-supply-of-hiv-kits-blood-banks-witness-shortage-4937911/,2017-11-15 08:00:00+00:00
37,297,The Post-Antibiotic Era Is Here. Now What? - WIRED,https://www.wired.com/story/the-post-antibiotic-era-is-here-now-what/,2017-09-25 07:00:00+00:00
38,265,"Maple syrup extract boosts antibiotics, may ward off 'superbugs' - Medical News Today",https://www.medicalnewstoday.com/articles/316703,2017-04-03 07:00:00+00:00
39,6156,What is adrenal fatigue? Some doctors doubt vague symptoms - TODAY,https://www.today.com/health/what-adrenal-fatigue-some-doctors-doubt-vague-symptoms-t110398,2017-04-17 07:00:00+00:00
40,4957,Teva Pharmaceutical CEO says health-care is facing 'huge disruption' - CNBC,https://www.cnbc.com/2017/06/28/teva-pharmaceutical-ceo-says-health-care-is-facing-huge-disruption.html,2017-06-28 07:00:00+00:00
41,1037,"Sang Jo Kim, MD - Anesthesiology - Hospital for Special Surgery",https://www.hss.edu/physicians_kim-sang-jo.asp,2017-11-12 23:35:38+00:00
42,577,5 things parents should know about coughing kids - Futurity: Research News,https://www.futurity.org/5-tips-kids-cough-1638642/,2017-12-22 08:00:00+00:00
43,4565,ADHD Supplements: Vitamins and Minerals for ADD - ADDitude,https://www.additudemag.com/category/explore-adhd-treatments/natural-treatments/vitamins-minerals/,2017-04-13 10:16:25+00:00
44,3715,How long can you safely take the pill for? - Cosmopolitan UK,https://www.cosmopolitan.com/uk/body/health/a10316912/contraceptive-pill-how-safe-to-take/,2017-07-17 07:00:00+00:00
45,1344,New theatre opens at Dublin's eye and ear hospital - RTÉ News,https://www.rte.ie/news/health/2017/0703/887368-cataract/,2017-07-03 07:00:00+00:00
46,5028,New Study Finds Incidence of Cardiac Complications High Following Orthopedic Surgery for Heart Disease Patients - Hospital for Special Surgery,https://www.hss.edu/newsroom_hss-study-cardiac-dr-urban.asp,2017-07-31 07:00:00+00:00
47,1700,Smart Manufacturing Summit - Chief Executive,https://chiefexecutive.net/smartmanufacturingsummit/,2017-11-10 18:40:27+00:00
48,2974,Study: Vitamin C inversely associated to cardiovascular health risk - NutraIngredients-usa.com,https://www.nutraingredients-usa.com/Article/2017/08/31/Study-Vitamin-C-inversely-associated-to-cardiovascular-health-risk,2017-08-31 07:00:00+00:00
49,6086,Riverchase Dermatology and Cosmetic Surgery Acquires Bowes Dermatology - PR Newswire,https://www.prnewswire.com/news-releases/riverchase-dermatology-and-cosmetic-surgery-acquires-bowes-dermatology-300465466.html,2017-05-30 07:00:00+00:00
50,3118,Endometriosis and the Birth Control Pill: What You Need to Know - Endometriosis News Today,https://endometriosisnews.com/2017/06/05/endometriosis-pill-need-know/,2017-06-05 07:00:00+00:00
51,4372,"Erythromycin Ophthalmic (Eye): Uses, Side Effects, Interactions, Pictures, Warnings & Dosing - WebMD",https://www.webmd.com/drugs/2/drug-8652/erythromycin-ophthalmic-eye/details,2017-10-06 06:38:33+00:00
52,3521,"Sunscreen, Vitamin D Deficiency and Skin Cancer - Healthline",https://www.healthline.com/health-news/sunscreen-vitamin-d-deficiency,2017-05-19 07:00:00+00:00
53,6234,"Medication slashes crash risk for drivers with ADHD, study finds - CNN",https://www.cnn.com/2017/05/10/health/adhd-distracted-driving-study/index.html,2017-05-10 07:00:00+00:00
54,4168,Girls Basketball: Shore Conference team-by-team capsules - Asbury Park Press,https://www.app.com/story/sports/high-school/basketball/2017/12/14/girls-basketball-shore-conference-team-team-capsules/947994001/,2017-12-14 08:00:00+00:00
55,3747,Philippines Lifts Ban on 51 Contraceptives - Human Rights Watch,https://www.hrw.org/news/2017/11/20/philippines-lifts-ban-51-contraceptives,2017-11-20 08:00:00+00:00
56,2138,Lucas to direct Melodies Center for Childhood Cancer - The Altamont Enterprise,https://altamontenterprise.com/08242017/lucas-direct-melodies-center-childhood-cancer-0,2017-08-24 07:00:00+00:00
57,2825,How to Treat Rosacea - Cosmopolitan,https://www.cosmopolitan.com/style-beauty/a10318112/how-to-treat-rosacea/,2017-07-22 07:00:00+00:00
58,4081,Davidoff Café launches a collection of capsules compatible with Nespresso® machines - Business Review,https://business-review.eu/advertorial-cat/davidoff-cafe-launches-a-collection-of-capsules-compatible-with-nespresso-machines-139618,2017-06-08 07:00:00+00:00
59,3929,New autoimmune endocrine disease triggered by thymomas - EurekAlert,https://www.eurekalert.org/news-releases/534917,2017-03-02 08:00:00+00:00
60,6366,A New Treatment For Premature Ejaculation? - WebMD,https://www.webmd.com/men/news/20170515/a-new-way-to-avoid-an-embarrassing-male-sexual-problem,2017-05-15 07:00:00+00:00
61,3598,Oral Morphine Plus Ibuprofen Inadequate for Pain in Kids in ED - Medscape,https://www.medscape.com/viewarticle/886959,2017-10-12 07:00:00+00:00
62,2416,5 Tips To Protect Your Skin From Sunburn - News18,https://www.news18.com/news/lifestyle/5-tips-to-protect-your-skin-from-sunburn-1380527.html,2017-04-22 07:00:00+00:00
63,912,How to deal with employee substance abuse - TechRepublic,https://www.techrepublic.com/article/how-to-deal-with-employee-substance-abuse/,2017-04-10 07:00:00+00:00
64,6194,15 Mathematical Curiosities to Celebrate Marie Curie's 150th Birthday - Scientific American,https://blogs.scientificamerican.com/observations/15-mathematical-curiosities-to-celebrate-marie-curie-rsquo-s-150th-birthday/,2017-11-03 07:00:00+00:00
65,5442,Endurance athletes: Swig mouthwash for improved performance - UPI News,https://www.upi.com/Science_News/2017/02/15/Endurance-athletes-Swig-mouthwash-for-improved-performance/9761487193969/,2017-02-15 08:00:00+00:00
66,4798,"Powders, pills and proteins: students and athletes explore diet supplements - The Pitt News",https://pittnews.com/article/122981/featured/students-and-athletes-explore-diet-supplements/,2017-09-28 07:00:00+00:00
67,5393,"Black bones, gangrene and weeping: the unwelcome return of scurvy - The Guardian",https://www.theguardian.com/global-development-professionals-network/2017/feb/16/black-bones-gangrene-hallucinations-weeping-return-scurvy,2017-02-16 08:00:00+00:00
68,3230,The DEA commando-style units that captured a heroin 'godfather' - CNN,https://www.cnn.com/2017/08/10/world/afghanistan-war-opium-heroin-facts-declassified/index.html,2017-08-10 07:00:00+00:00
69,198,HSA recalls 9 lots of HIV screening test kits that may give false negative results - The Straits Times,https://www.straitstimes.com/singapore/hsa-recalls-9-lots-of-hiv-screening-test-kits-that-may-give-false-negative-results,2017-06-05 07:00:00+00:00
70,6237,To medicate my anxious child or not. It's an emotive question - Special Needs Jungle,https://www.specialneedsjungle.com/medicate-anxious-child-not-emotive-question/,2017-04-10 07:00:00+00:00
71,5395,Five 'superfoods' that might not be so super after all - The Jakarta Post - The Jakarta Post,https://www.thejakartapost.com/life/2017/08/28/five-superfoods-that-might-not-be-so-super-after-all.html,2017-08-28 07:00:00+00:00
72,2983,Do you need more vitamin C? - AW - Athletics Weekly,https://www.athleticsweekly.com/performance/do-you-need-more-vitamin-c-60793,2017-05-08 07:00:00+00:00
73,4768,Most dangerous dietary supplements according to a Harvard researcher - Business Insider,https://www.businessinsider.com/most-dangerous-supplements-least-safe-2017-7,2017-07-10 07:00:00+00:00
74,3849,State holds Jacksonville workshop on medicinal marijuana rules Monday - The Florida Times-Union,https://www.jacksonville.com/story/business/2017/02/03/state-holds-jacksonville-workshop-medicinal-marijuana-rules-monday/15741450007/,2021-12-01 00:22:09+00:00
75,4062,JOEY BELLADONNA On Not Singing On ANTHRAX's 'Sound Of White Noise': 'That Will Always Haunt Me' - BLABBERMOUTH.NET,https://blabbermouth.net/news/joey-belladonna-on-not-singing-on-anthrax-sound-of-white-noise-that-will-always-haunt-me,2017-05-06 07:00:00+00:00
76,5999,What would it take for you to buy a new tablet? - Android Authority,https://www.androidauthority.com/what-would-it-take-for-you-to-buy-a-new-tablet-770697/,2017-05-10 07:00:00+00:00
77,4487,Art and Culture - Media India Group,https://mediaindia.eu/aai-focus/art-and-culture/,2017-07-17 07:00:00+00:00
78,2564,Planes across Europe are about to start running on renewable fuel - The Independent,https://www.independent.co.uk/news/business/analysis-and-features/planes-across-europe-start-running-on-vegetable-oil-and-animal-fat-neste-a8023726.html,2017-10-30 07:00:00+00:00
79,2832,Cocktail Ingredients That Will Cure Your Cold | Cold Remedy - VinePair,https://vinepair.com/articles/cocktail-cold-remedies/,2017-01-09 08:00:00+00:00
80,1679,US manufacturing producing more with fewer workers - Pew Research Center,https://www.pewresearch.org/fact-tank/2017/07/25/most-americans-unaware-that-as-u-s-manufacturing-jobs-have-disappeared-output-has-grown/,2017-07-25 07:00:00+00:00
81,3444,Prolonged Tamoxifen Surpasses Oophorectomy in Breast Cancer - Medscape,https://www.medscape.com/viewarticle/879737,2017-05-09 07:00:00+00:00
82,3554,Vitamin D might prevent type 1 diabetes - Medical News Today,https://www.medicalnewstoday.com/articles/319850,2017-10-24 07:00:00+00:00
83,3008,Derma E Vitamin C Concentrated Serum Review - Allure,https://www.allure.com/review/derma-e-vitamin-c-concentrated-serum,2017-02-28 08:00:00+00:00
84,3980,Can the Influenza Vaccine Prevent Acute Otitis Media? - Infectious Disease Advisor,https://www.infectiousdiseaseadvisor.com/home/topics/respiratory/influenza/can-the-influenza-vaccine-prevent-acute-otitis-media/,2017-12-18 08:00:00+00:00
85,6126,Alcohol consumption increases rosacea risk in women - Science Daily,https://www.sciencedaily.com/releases/2017/04/170420114020.htm,2017-04-20 07:00:00+00:00
86,1672,'Big Chicken': A 1948 Antibiotic Experiment That Shook the World - Undark Magazine,https://undark.org/2017/10/06/chicken-experiment-shook-world/,2017-10-06 07:00:00+00:00
87,1832,Insulin Pump vs. Insulin Injection: Which Is Best for Type 1 Children? - Diabetes In Control,https://www.diabetesincontrol.com/insulin-pump-vs-insulin-injection-which-is-best-for-type-1-children/,2017-10-21 07:00:00+00:00
88,3896,Mexico just legalized medical marijuana - The Washington Post,https://www.washingtonpost.com/news/worldviews/wp/2017/06/21/mexico-just-legalized-medical-marijuana/,2017-06-21 07:00:00+00:00
89,2204,Caffeine: a Growing Problem for Children | For Parents | US News - U.S. News & World Report,https://health.usnews.com/wellness/for-parents/articles/2017-06-01/caffeine-a-growing-problem-for-children,2017-06-01 07:00:00+00:00
90,1927,"Current Concepts in 68Ga-DOTATATE Imaging of Neuroendocrine Neoplasms: Interpretation, Biodistribution, Dosimetry, and Molecular Strategies - Journal of Nuclear Medicine",https://jnm.snmjournals.org/content/58/11/1718.short,2017-11-01 07:00:00+00:00
91,884,"Preventing Substance Abuse in ADHD Takes Early Treatment, Harvard Expert Says - AJMC.com Managed Markets Network",https://www.ajmc.com/view/preventing-substance-abuse-in-adhd-takes-early-treatment-harvard-expert-says,2017-09-16 07:00:00+00:00
92,2666,"Scientists Just Jacked Up Plasma Energy Output, And It Could Make Nuclear Fusion More Efficient - ScienceAlert",https://www.sciencealert.com/this-new-recipe-for-nuclear-fusion-could-point-the-way-to-more-efficient-power,2017-08-23 07:00:00+00:00
93,5804,"Regulators in EU, Japan and US take steps to facilitate development of new antibiotics | European Medicines Agency - European Medicines Agency |",https://www.ema.europa.eu/en/news/regulators-eu-japan-us-take-steps-facilitate-development-new-antibiotics,2017-06-12 07:00:00+00:00
94,6048,Nvidia Shield Tablet K1 review - TechRadar,https://www.techradar.com/reviews/pc-mac/tablets/nvidia-shield-tablet-k1-1318312/review,2017-02-16 08:00:00+00:00
95,5736,Pure kosher and allergen-free dining facility opens at University Park - Pennsylvania State University,https://www.psu.edu/news/campus-life/story/pure-kosher-and-allergen-free-dining-facility-opens-university-park/,2017-09-21 07:00:00+00:00
96,5086,Rheumatology Patients at Increased Risk for Cardiac Disease - AJMC.com Managed Markets Network,https://www.ajmc.com/view/rheumatology-patients-at-increased-risk-for-cardiac-disease,2017-11-07 08:00:00+00:00
97,6165,Mild Cases of Cushing's Syndrome Present Diagnostic Challenges - Endocrinology Advisor,https://www.endocrinologyadvisor.com/home/topics/adrenal/mild-cases-of-cushings-syndrome-present-diagnostic-challenges/,2017-08-16 07:00:00+00:00
98,528,Is Yoga an Effective Antidepressant? - Psychology Today,https://www.psychologytoday.com/us/blog/minding-the-body/201704/is-yoga-effective-antidepressant,2017-04-14 07:00:00+00:00
99,2377,Woman's swollen lips traced to severe Polysporin ointment allergy - CBC.ca,https://www.cbc.ca/news/health/contact-dermatitis-polysporin-1.4240058,2017-08-09 07:00:00+00:00
100,6209,Homeland Security's Nuclear Fallout Guidelines Include Warning About Conditioner : Shots - Health News - NPR,https://www.npr.org/sections/health-shots/2017/08/15/543647878/in-the-event-of-a-nuclear-blast-don-t-condition-your-hair,2017-08-15 07:00:00+00:00
101,2256,How Caffeine Tricks Your Taste Buds and Your Brain - Big Think,https://bigthink.com/mind-brain/how-caffeine-tricks-your-taste-buds/,2017-09-08 07:00:00+00:00
102,2749,Salicylic acid exposure might increase risk of Staphylococcus aureus - The Pharmaceutical Journal,https://pharmaceutical-journal.com/article/news/salicylic-acid-exposure-might-increase-risk-of-staphylococcus-aureus,2017-03-06 08:00:00+00:00
103,6246,This Enzyme Is Why Onions Make You Cry - Smithsonian Magazine,https://www.smithsonianmag.com/smart-news/researchers-finally-figure-out-onion-enzyme-makes-you-cry-180964325/,2017-08-23 07:00:00+00:00
104,3623,Union City parents facing child abuse charges after daughter tests positive for morphine - WWMT-TV,https://wwmt.com/news/local/union-city-parents-facing-child-abuse-charges-after-daughter-tests-positive-for-morphine,2017-07-19 07:00:00+00:00
105,146,Sean Duffy series: 'crime writing at its most visceral and cathartic' - The Irish Times,https://www.irishtimes.com/culture/books/sean-duffy-series-crime-writing-at-its-most-visceral-and-cathartic-1.3258120,2017-10-16 07:00:00+00:00
106,2705,New thruster design increases efficiency for future spaceflight - EurekAlert,https://www.eurekalert.org/news-releases/708937,2017-08-15 07:00:00+00:00
107,1347,Brain 'rewires' itself to enhance other senses in blind people - Science Daily,https://www.sciencedaily.com/releases/2017/03/170322143236.htm,2017-03-22 07:00:00+00:00
108,3435,"A conversation with Peter WF Wilson, MD - Healio",https://www.healio.com/endocrinology/practice-management/news/online/%7Be8744997-a580-42b0-88cb-d9b6ed9e26c4%7D/a-conversation-with-peter-wf-wilson-md,2017-12-28 08:00:00+00:00
109,4018,Patient was given antiseptic to drink instead of water - Independent.ie,https://www.independent.ie/irish-news/health/patient-was-given-antiseptic-to-drink-instead-of-water-35999184.html,2017-08-04 07:00:00+00:00
110,6131,"US Dermatology Partners, Backed by ABRY Partners, Enters Colorado by Partnering with the Center for Advanced Dermatology in Denver, CO - PR Web",https://www.prweb.com/releases/2017/11/prweb14942378.htm,2017-11-21 08:00:00+00:00
111,4516,Scientists survey medicinal potential of endangered frog family - UPI News,https://www.upi.com/Science_News/2017/01/27/Scientists-survey-medicinal-potential-of-endangered-frog-family/7891485550646/,2017-01-27 08:00:00+00:00
112,4366,"Aspirin Oral: Uses, Side Effects, Interactions, Pictures, Warnings & Dosing - WebMD",https://www.webmd.com/drugs/2/drug-1082-1727/aspirin-oral/aspirin-extended-release-capsule-oral/details,2017-10-02 14:58:11+00:00
113,2624,Engineers create stable plasma ring in open air - Phys.org,https://phys.org/news/2017-11-stable-plasma-air.html,2017-11-15 08:00:00+00:00
114,2311,Avoid using antihistamines as sleep aids - Baylor College of Medicine,https://blogs.bcm.edu/2017/04/11/avoid-using-antihistamines-sleep-aids/,2017-04-11 07:00:00+00:00
115,4723,How to Fix Severe Chapped Lips Overnight - STYLECASTER,https://stylecaster.com/beauty/severe-chapped-lips/,2017-01-20 08:00:00+00:00
116,6153,Adrenal Fatigue Isn't a Medical Diagnosis—What You Need to Know - Self,https://www.self.com/story/adrenal-fatigue-what-you-should-know,2017-03-20 07:00:00+00:00
117,5113,Calif. Hits Nerve By Singling Out Cardiac Surgeons With Higher Patient Death Rates - Kaiser Health News,https://khn.org/news/calif-hits-nerve-by-singling-out-cardiac-surgeons-with-higher-patient-death-rates/,2017-07-17 07:00:00+00:00
118,1222,Veterinary workers explore forming a union - American Veterinary Medical Association,https://www.avma.org/javma-news/2017-11-01/veterinary-workers-explore-forming-union,2017-10-11 07:00:00+00:00
119,2788,What to Do When Your Skin Goes Bonkers in Your 40s - Washingtonian,https://www.washingtonian.com/2017/03/03/skin-care-dry-acne-40s/,2017-03-03 08:00:00+00:00
120,2931,The mighty Vitamin C and why your skin craves it in wintertime - PhillyVoice.com,https://www.phillyvoice.com/the-mighty-vitamin-c-and-why-your-skin-craves-it-in-wintertime/,2017-01-30 08:00:00+00:00
121,4887,Risk perception about medication sharing among patients: a focus group | JPR - Dove Medical Press,https://www.dovepress.com/risk-perception-about-medication-sharing-among-patients-a-focus-group--peer-reviewed-fulltext-article-JPR,2017-02-10 08:00:00+00:00
122,1872,Insulin Use for Gestational Diabetes Associated With Postpartum Diabetes - Endocrinology Advisor,https://www.endocrinologyadvisor.com/home/conference-highlights/aace_2017/insulin-use-for-gestational-diabetes-associated-with-postpartum-diabetes/,2017-05-04 07:00:00+00:00
123,2014,After Gene Therapy: Hannah's Journey Continues - DNA Science - PLOS,https://dnascience.plos.org/2017/04/13/after-gene-therapy-hannahs-journey-continues/,2017-04-13 07:00:00+00:00
124,2557,How to keep animals from eating your harvest - PennLive,https://www.pennlive.com/gardening/2017/08/how_to_keep_animals_from_eatin.html,2017-08-10 07:00:00+00:00
125,3009,Why Vitamin C is good for your skin! - Times of India,https://timesofindia.indiatimes.com/life-style/beauty/why-vitamin-c-is-good-for-your-skin/articleshow/58822299.cms,2017-11-10 08:00:00+00:00
126,856,Barbara Knef Gorman - Sandusky Register,https://sanduskyregister.com/news/30947/barbara-knef-gorman/,2017-04-18 07:00:00+00:00
127,4016,Antiseptic Scanner Provides Feedback on Hand Hygiene - Critical Care - HospiMedica,https://www.hospimedica.com/critical-care/articles/294771039/antiseptic-scanner-provides-feedback-on-hand-hygiene.html,2017-10-10 07:00:00+00:00
128,2041,German Biotech's Gene Therapy for Osteoarthritis Plucked by US Pharma - Labiotech.eu,https://www.labiotech.eu/trends-news/gene-therapy-osteoarthritis-genequine/,2017-12-14 08:00:00+00:00
129,1842,Artificial insulin-releasing cells may make it easier to manage diabetes - Science News Magazine,https://www.sciencenews.org/article/artificial-insulin-releasing-cells-may-make-it-easier-manage-diabetes,2017-11-03 07:00:00+00:00
130,6299,"Yuqi Wang, Ph.D. : SLU - Saint Louis University",https://www.slu.edu/arts-and-sciences/biology/faculty/wang-yuqi.php,2017-12-13 12:08:09+00:00
131,3478,Vitamins are a waste - Business Insider,https://www.businessinsider.com/vitamins-are-useless-waste-2017-4,2017-04-04 07:00:00+00:00
132,1262,Study finds gains in disaster planning for animals - American Veterinary Medical Association,https://www.avma.org/javma-news/2017-12-15/study-finds-gains-disaster-planning-animals,2017-12-15 08:00:00+00:00
133,6009,How is Amazon's 2013 tablet still the best one it ever released? - The Verge,https://www.theverge.com/2017/5/16/15645878/amazon-fire-hd-8-vs-hdx-7-screen,2017-05-16 07:00:00+00:00
134,3031,Types of Combined Birth Control Pills - News-Medical.Net,https://www.news-medical.net/health/Types-of-Combined-Birth-Control-Pills.aspx,2019-06-17 05:23:24+00:00
135,986,Reassuring the anxious patient: Needle-free anesthetic options decrease sensitivity or pain during hygiene procedures - RDH Magazine,https://www.rdhmag.com/patient-care/article/16409713/reassuring-the-anxious-patient-needlefree-anesthetic-options-decrease-sensitivity-or-pain-during-hygiene-procedures,2017-09-01 07:00:00+00:00
136,1145,New research found antidepressants may increase risk of early death - National Post,https://nationalpost.com/news/new-research-found-antidepressants-may-increase-risk-of-early-death,2017-09-17 07:00:00+00:00
137,3810,"Medicinal herbs: As interest grows, forager opens Walker's Point shop - Milwaukee Journal Sentinel",https://www.jsonline.com/story/money/business/retail/2017/11/21/forager-opens-medicinal-herb-shop-walkers-point/881132001/,2017-11-21 08:00:00+00:00
138,1107,Tinnitus could be worsened by antidepressant use - Medical News Today,https://www.medicalnewstoday.com/articles/319077,2017-08-23 07:00:00+00:00
139,2171,Blood Transfusions in Leukemia a Deterrent to Hospice Care - Medscape,https://www.medscape.com/viewarticle/889858,2017-12-11 08:00:00+00:00
140,6230,"Young woman's message to mom: ""Thanks for 'drugging' me"" - TODAY",https://www.today.com/parents/young-woman-s-message-mom-thanks-drugging-me-t111282,2017-05-31 07:00:00+00:00
141,5549,What's next for pharma innovation in China - McKinsey,https://www.mckinsey.com/industries/life-sciences/our-insights/whats-next-for-pharma-innovation-in-china,2017-09-29 07:00:00+00:00
